,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
144,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2014-08,553.3,7,140.5,",7",9.0,",7",6.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",30.0,",7",4.0,",7",9.4,",7,23,",0.0,",,7,31,+",0.0,",,7,31,+",8.1,",,7,20,",32.8,",7,18,+",4.2,7,4.2,",7",32.4,",,,7",0.0,",,,7",22.7,",7",28.7,",,,7",16.8,",,,7"
145,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2014-09,655.4,7,102.1,",7",9.0,",7",7.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",27.0,",7",2.0,",7",5.6,",7,12,",0.0,",,7,30,+",0.0,",,7,30,+",36.3,",,7,27,",32.2,",7,18,+",26.1,7,21.9,",7",81.0,",,,7",0.0,",,,7",21.0,",7",27.1,",,,7",14.9,",,,7"
146,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2014-10,656.8,7,1.4,",7",1.0,",7",1.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",16.0,",7",0.0,",7",2.8,",7,28,+",0.0,",,7,31,+",0.0,",,7,31,+",5.1,",,7,12,",25.6,",7,25,",137.8,7,111.7,",7",5.1,",,,7",0.0,",,,7",14.8,",7",20.9,",,,7",8.6,",,,7"
147,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2014-11,656.8,7,0.0,",7",9.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",16.0,",7",3.0,",7",1.0,",7",0.0,",7",-11.1,",7,16,",0.0,",,7,30,+",0.0,",,7,30,+",11.4,",,7,23,",21.7,",7,01,",535.9,7,398.1,",7",26.2,",,,7",0.0,",,,7",5.1,",7",9.9,",,,7",0.3,",,,7"
148,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2014-12,656.8,7,0.0,",7",9.0,",7",8.0,",7",4.0,",7",2.0,",7",1.0,",7",20.0,",7",6.0,",7",0.0,",7",0.0,",7",-18.9,",7,31,",279.0,",,7,29,",254.0,",,7,29,",15.7,",,7,25,",16.1,",7,12,+",1041.5,7,505.6,",7",64.7,",,,7",330.0,",,,7",2.0,",7",6.1,",,,7",-2.1,",,,7"
149,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-01,0.0,7,0.0,",7",2.0,",7",2.0,",7",,,0.0,",7",0.0,",7",23.0,",7",4.0,",7",0.0,",7",0.0,",7",-15.0,",7,01,",,,0.0,",,7,31,+",19.8,",,7,12,",13.3,",7,27,",1596.0,7,554.5,",7",31.2,",,,7",0.0,",,,7",0.4,",7",4.2,",,,7",-3.3,",,,7"
150,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-02,0.0,7,0.0,",7",4.0,",7",2.0,",7",0.0,",7",0.0,",7",0.0,",7",11.0,",7",0.0,",7",0.0,",7",0.0,",7",-8.9,",7,23,",0.0,",,7,28,+",0.0,",,7,28,+",4.3,",,7,26,",20.0,",7,06,",1928.7,7,332.7,",7",8.9,",,,7",0.0,",,,7",6.4,",7",11.8,",,,7",1.1,",,,7"
151,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-03,0.0,7,0.0,",7",5.0,",7",2.0,",7",0.0,"5,7",0.0,"2,7",0.0,",7",6.0,",7",0.0,",7",9.0,",7",0.0,",7",-5.6,",7,04,",0.0,"5,,7,31,+",0.0,"2,,7,31,+",19.8,",,7,03,",22.8,",7,31,+",2185.0,7,256.3,",7",28.9,",,,7",0.0,"2,,,7",10.1,",7",15.7,",,,7",4.4,",,,7"
152,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-04,1.1,7,1.1,"1,7",7.0,",7",5.0,",7",,,,,0.0,",7",5.0,",7",0.0,"1,7",9.0,"1,7",0.0,"1,7",-3.3,",7,15,",,,,,27.9,",,7,15,",26.1,"1,7,29,",2378.9,7,193.9,"1,7",77.4,",,,7",,,11.6,"1,7",18.5,"1,,,7",4.7,",,,7"
153,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-05,14.2,7,13.1,",7",18.0,",7",14.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",11.0,",7",0.0,",7",3.3,",7,10,",0.0,",,7,31,+",0.0,",,7,31,+",27.4,",,7,09,",30.6,",7,31,",2507.5,7,128.6,",7",145.2,",,,7",0.0,",,,7",14.6,",7",19.9,",,,7",9.3,",,,7"
154,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-06,210.1,7,195.9,",7",3.0,",7",2.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",30.0,",7",14.0,",7",10.6,",7,07,",0.0,",,7,30,+",0.0,",,7,30,+",8.9,",,7,07,",37.8,",7,30,+",2509.2,7,1.7,",7",16.3,",,,7",0.0,",,,7",24.8,",7",31.4,",,,7",18.2,",,,7"
155,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-07,407.5,7,197.4,",7",5.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",31.0,",7",12.0,",7",12.8,",7,28,",0.0,",,7,31,+",0.0,",,7,31,+",13.0,",,7,09,",36.1,",7,01,",0.0,7,0.0,",7",20.5,",,,7",0.0,",,,7",24.7,",7",30.9,",,,7",18.4,",,,7"
156,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-08,626.5,7,219.0,",7",4.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",31.0,",7",16.0,",7",13.3,",7,08,",0.0,",,7,31,+",0.0,",,7,31,+",32.0,",,7,03,",36.1,",7,26,+",0.0,7,0.0,",7",58.9,",,,7",0.0,",,,7",25.4,",7",31.8,",,,7",19.0,",,,7"
157,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-09,757.1,7,130.6,",7",3.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",27.0,",7",0.0,",7",6.1,",7,18,",0.0,",,7,30,+",0.0,",,7,30,+",29.2,",,7,14,",31.7,",7,26,+",25.2,7,25.2,",7",47.8,",,,7",0.0,",,,7",21.9,",7",27.2,",,,7",16.4,",,,7"
158,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-10,776.1,7,19.0,",7",11.0,",7",5.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",13.0,",7",0.0,",7",1.1,",7,30,",0.0,",,7,31,+",0.0,",,7,31,+",12.7,",,7,19,",28.9,",7,02,+",138.9,7,113.7,",7",52.3,",,,7",0.0,",,,7",15.3,",7",20.2,",,,7",10.3,",,,7"
159,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-11,776.1,7,0.0,",7",10.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",21.0,",7",3.0,",7",0.0,",7",0.0,",7",-10.0,",7,30,",0.0,",,7,30,+",0.0,",,7,30,+",17.0,",,7,10,",20.6,",7,04,+",584.0,7,445.1,",7",33.9,",,,7",0.0,",,,7",3.5,",7",8.5,",,,7",-1.5,",,,7"
160,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2015-12,776.1,7,0.0,",7",9.0,",7",8.0,",7",,,9.0,",7",0.0,",7",28.0,",7",11.0,",7",0.0,",7",0.0,",7",-15.6,",7,27,",,,381.0,",,7,14,",36.8,",,7,14,",18.3,",7,09,",1180.6,7,596.6,",7",92.3,",,,7",1372.0,",,,7",-0.9,",7",3.3,",,,7",-5.1,",,,7"
161,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-01,0.0,7,0.0,",7",13.0,",7",7.0,",7",,,,,0.0,",7",31.0,",7",11.0,",7",0.0,",7",0.0,",7",-15.6,",7,01,",,,,,19.8,",,7,24,",12.2,",7,30,",1801.1,7,620.5,",7",67.1,",,,7",,,-1.7,",7",2.2,",,,7",-5.5,",,,7"
162,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-02,0.0,7,0.0,",7",6.0,",7",2.0,",7",13.0,",7",2.0,",7",0.0,",7",19.0,",7",4.0,",7",0.0,",7",0.0,",7",-10.6,",7,02,",203.0,",,7,05,",76.0,",,7,05,",10.2,",,7,18,",18.3,",7,17,",2262.7,7,461.6,",7",19.3,",,,7",127.0,",,,7",2.4,",7",7.5,",,,7",-2.6,",,,7"
163,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-03,0.0,7,0.0,",7",6.0,",7",5.0,",7",3.0,",7",2.0,",7",0.0,",7",12.0,",7",0.0,",7",0.0,",7",0.0,",7",-1.7,",7,24,+",51.0,",,7,22,",51.0,",,7,22,",21.8,",,7,07,",20.6,",7,22,+",2593.9,7,331.2,",7",60.2,",,,7",76.0,",,,7",7.6,",7",13.0,",,,7",2.3,",,,7"
164,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-04,2.8,7,2.8,"1,7",7.0,",7",7.0,",7",0.0,"2,7",0.0,"2,7",0.0,",7",3.0,",7",0.0,"1,7",11.0,"1,7",0.0,"1,7",-0.6,",7,16,",0.0,"2,,7,30,+",0.0,"2,,7,30,+",22.1,",,7,14,",25.6,"1,7,22,+",2778.7,7,184.8,"1,7",79.9,",,,7",0.0,"2,,,7",12.0,"1,7",17.9,"1,,,7",6.2,",,,7"
165,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-05,11.9,7,9.1,",7",10.0,",7",8.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",15.0,",7",0.0,",7",2.2,",7,11,+",0.0,",,7,31,+",0.0,",,7,31,+",9.1,",,7,21,+",28.3,",7,15,+",2895.6,7,116.9,",7",50.0,",,,7",0.0,",,,7",14.9,",7",21.0,",,,7",8.7,",,,7"
166,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-06,183.4,7,171.5,",7",3.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",30.0,",7",15.0,",7",9.4,",7,12,",0.0,",,7,30,+",0.0,",,7,30,+",13.5,",,7,12,",35.6,",7,28,+",2899.0,7,3.4,",7",24.2,",,,7",0.0,",,,7",23.9,",7",31.1,",,,7",16.7,",,,7"
167,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-07,453.4,7,270.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",31.0,",7",23.0,",7",8.9,",7,11,",0.0,",,7,31,+",0.0,",,7,31,+",0.0,",,7,31,+",36.7,",7,27,",0.5,7,0.5,",7",0.0,",,,7",0.0,",,,7",27.0,",7",33.4,",,,7",20.7,",,,7"
168,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-08,680.5,7,227.1,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",31.0,",7",15.0,",7",15.6,",7,16,",0.0,",,7,31,+",0.0,",,7,31,+",2.3,",,7,07,",35.6,",7,03,+",0.5,7,0.0,",7",3.1,",,,7",0.0,",,,7",25.7,",7",31.8,",,,7",19.5,",,,7"
169,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-09,742.3,7,61.8,",7",6.0,",7",4.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",25.0,",7",1.0,",7",6.1,",7,25,",0.0,",,7,30,+",0.0,",,7,30,+",27.9,",,7,23,",32.2,",7,01,",41.3,7,40.8,",7",58.7,",,,7",0.0,",,,7",19.0,",7",25.1,",,,7",13.0,",,,7"
170,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-10,747.6,7,5.3,",7",4.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",18.0,",7",0.0,",7",2.2,",7,20,",0.0,",,7,31,+",0.0,",,7,31,+",22.6,",,7,31,",25.0,",7,01,",168.4,7,127.1,",7",47.8,",,,7",0.0,",,,7",14.4,",7",20.0,",,,7",8.8,",,,7"
171,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-11,747.6,7,0.0,",7",8.0,",7",7.0,",7",6.0,",7",3.0,",7",0.0,",7",10.0,",7",1.0,",7",2.0,",7",0.0,",7",-5.0,",7,30,",76.0,",,7,28,+",76.0,",,7,28,+",22.4,",,7,22,",21.7,",7,16,+",489.7,7,321.3,",7",74.3,",,,7",203.0,",,,7",7.6,",7",12.5,",,,7",2.8,",,,7"
172,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2016-12,747.6,7,0.0,"1,7",12.0,"1,7",6.0,"1,7",17.0,"1,7",4.0,"1,7",0.0,"1,7",27.0,"1,7",13.0,"1,7",0.0,"1,7",0.0,"1,7",-13.9,"1,7,19,",330.0,"1,,7,26,+",330.0,"1,,7,25,",27.2,"1,,7,25,",15.6,"1,7,15,",1096.2,7,606.5,"1,7",77.2,"1,,,7",585.0,"1,,,7",-1.9,"1,7",2.0,"1,,,7",-5.8,"1,,,7"
173,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-01,0.0,7,0.0,",7",12.0,",7",8.0,",7",19.0,"1,7",6.0,",7",1.0,",7",29.0,",7",16.0,",7",0.0,",7",0.0,",7",-17.8,",7,06,",356.0,"1,,7,21,",356.0,",,7,21,",25.4,",,7,21,",13.3,",7,09,",1750.4,7,654.2,",7",69.4,",,,7",737.0,",,,7",-2.8,",7",1.3,",,,7",-6.9,",,,7"
174,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-02,0.0,7,0.0,",7",9.0,",7",7.0,",7",5.0,"1,7",3.0,",7",0.0,",7",16.0,",7",2.0,",7",0.0,",7",0.0,",7",-8.3,",7,25,",127.0,"1,,7,24,",102.0,",,7,27,",25.1,",,7,22,",20.0,",7,10,+",2143.1,7,392.7,",7",79.4,",,,7",229.0,",,,7",4.3,",7",9.0,",,,7",-0.4,",,,7"
175,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-03,0.3,7,0.3,",7",9.0,",7",7.0,",7",1.0,",7",1.0,",7",0.0,",7",5.0,",7",0.0,",7",9.0,",7",0.0,",7",-5.6,",7,06,",76.0,",,7,06,",76.0,",,7,06,",37.6,",,7,23,",23.9,",7,18,",2405.7,7,262.6,",7",108.0,",,,7",76.0,",,,7",9.9,",7",15.3,",,,7",4.4,",,,7"
176,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-04,0.6,7,0.3,",7",11.0,",7",10.0,",7",0.0,"3,7",0.0,"3,7",0.0,",7",6.0,",7",0.0,",7",5.0,",7",0.0,",7",-2.2,",7,09,",0.0,"3,,7,30,+",0.0,"3,,7,30,+",31.2,",,7,25,",24.4,",7,14,+",2669.2,7,263.5,",7",141.7,",,,7",0.0,"3,,,7",9.6,",7",15.3,",,,7",3.9,",,,7"
177,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-05,26.6,7,26.0,",7",6.0,",7",3.0,",7",0.0,"1,7",0.0,"2,7",0.0,",7",2.0,",7",0.0,",7",17.0,",7",0.0,",7",0.0,",7,18,+",0.0,"1,,7,31,+",0.0,"2,,7,31,+",19.3,",,7,17,",30.6,",7,31,",2784.1,7,114.9,",7",29.7,",,,7",0.0,"2,,,7",15.5,",7",21.6,",,,7",9.3,",,,7"
178,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-06,165.8,7,139.2,",7",3.0,",7",1.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",29.0,",7",10.0,",7",7.2,",7,14,+",0.0,",,7,30,+",0.0,",,7,30,+",5.3,",,7,13,",35.0,",7,20,",2793.3,7,9.2,",7",8.1,",,,7",0.0,",,,7",22.7,",7",30.1,",,,7",15.2,",,,7"
179,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-07,461.8,7,296.0,",7",4.0,",7",3.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",31.0,",7",30.0,",7",17.2,",7,28,+",0.0,",,7,31,+",0.0,",,7,31,+",6.9,",,7,26,",36.7,",7,08,+",0.0,7,0.0,",7",16.8,",,,7",0.0,",,,7",27.9,",7",34.1,",,,7",21.6,",,,7"
180,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-08,687.1,7,225.3,"1,7",2.0,"4,7",0.0,"4,7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,"1,7",30.0,"1,7",15.0,"1,7",14.4,",7,15,",0.0,",,7,31,+",0.0,",,7,31,+",1.5,"4,,7,23,",35.6,"1,7,01,",0.0,7,0.0,"1,7",2.3,"4,,,7",0.0,",,,7",25.8,"1,7",31.6,"1,,,7",20.1,",,,7"
181,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-09,785.5,7,98.4,",7",7.0,",7",4.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",22.0,",7",5.0,",7",1.7,",7,23,",0.0,",,7,30,+",0.0,",,7,30,+",32.5,",,7,24,",33.3,",7,05,+",83.1,7,83.1,",7",91.5,",,,7",0.0,",,,7",18.8,",7",24.5,",,,7",13.1,",,,7"
182,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-10,785.5,7,0.0,",7",5.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",3.0,",7",0.0,",7",6.0,",7",0.0,",7",-1.7,",7,15,",0.0,",,7,31,+",0.0,",,7,31,+",2.0,",,7,01,",23.3,",7,19,",338.0,7,254.9,",7",5.6,",,,7",0.0,",,,7",10.1,",7",16.8,",,,7",3.4,",,,7"
183,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-11,785.5,7,0.0,",7",4.0,",7",2.0,",7",0.0,",7",0.0,",7",0.0,",7",13.0,",7",0.0,",7",0.0,",7",0.0,",7",-4.4,",7,08,",0.0,",,7,30,+",0.0,",,7,30,+",20.8,",,7,17,",18.3,",7,02,",681.2,7,343.2,",7",36.1,",,,7",0.0,",,,7",6.9,",7",11.9,",,,7",1.9,",,,7"
184,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2017-12,785.5,7,0.0,",7",7.0,",7",4.0,",7",7.0,",7",5.0,",7",0.0,",7",29.0,",7",8.0,",7",0.0,",7",0.0,",7",-9.4,",7,12,",51.0,",,7,04,",51.0,",,7,04,",6.9,",,7,04,",14.4,",7,03,",1258.3,7,577.1,",7",23.4,",,,7",151.0,",,,7",-0.3,",7",4.1,",,,7",-4.6,",,,7"
185,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-01,,,,,4.0,",7",3.0,",7",10.0,",7",1.0,",7",,,,,,,,,,,,,279.0,",,7,21,+",279.0,",,7,20,",28.4,",,7,20,",,,,,,,41.3,",,,7",279.0,",,,7",,,,,,
186,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-02,,,0.0,"5,7",5.0,",7",3.0,",7",10.0,",7",3.0,",7",0.0,"2,7",17.0,"2,7",1.0,"3,7",0.0,"3,7",0.0,"3,7",-7.8,"2,7,25,+",381.0,",,7,23,",356.0,",,7,19,",34.3,",,7,19,",13.9,"3,7,18,",,,356.6,"3,7",50.6,",,,7",585.0,",,,7",3.1,"5,7",7.5,"3,,,7",-1.3,"2,,,7"
187,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-03,,,0.0,",7",10.0,",7",6.0,",7",9.0,",7",,,0.0,",7",15.0,",7",0.0,",7",0.0,",7",0.0,",7",-5.6,",7,07,+",330.0,",,7,04,",,,29.7,",,7,04,",19.4,",7,31,",,,382.6,",7",81.6,",,,7",,,6.0,",7",11.4,",,,7",0.6,",,,7"
188,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-04,,,5.8,",7",5.0,",7",4.0,",7",2.0,",7",2.0,",7",0.0,",7",4.0,",7",0.0,",7",9.0,",7",0.0,",7",-4.4,",7,03,",127.0,",,7,17,",127.0,",,7,17,",30.5,",,7,30,",27.8,",7,28,+",,,210.7,",7",63.8,",,,7",152.0,",,,7",11.5,",7",18.1,",,,7",5.0,",,,7"
189,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-05,,,25.3,",7",8.0,",7",5.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",24.0,",7",0.0,",7",5.6,",7,13,+",0.0,",,7,31,+",0.0,",,7,31,+",9.7,",,7,23,+",29.4,",7,26,+",,,69.2,",7",40.1,",,,7",0.0,",,,7",16.9,",7",23.1,",,,7",10.8,",,,7"
190,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-06,,,146.8,",7",1.0,",7",1.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",30.0,",7",12.0,",7",9.4,",7,12,+",0.0,",,7,30,+",0.0,",,7,30,+",8.1,",,7,18,",36.1,",7,28,+",,,2.0,",7",8.1,",,,7",0.0,",,,7",23.2,",7",30.4,",,,7",15.9,",,,7"
191,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-07,,,321.0,",7",1.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",31.0,",7",30.0,",7",15.0,",7,01,",0.0,",,7,31,+",0.0,",,7,31,+",2.3,",,7,09,",37.8,",7,07,+",0.0,7,0.0,",7",2.3,",,,7",0.0,",,,7",28.7,",7",35.0,",,,7",22.4,",,,7"
192,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-08,,,233.7,",7",2.0,",7",2.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",31.0,",7",17.0,",7",10.6,",7,28,",0.0,",,7,31,+",0.0,",,7,31,+",24.9,",,7,24,",36.1,",7,10,+",1.1,7,1.1,",7",28.2,",,,7",0.0,",,,7",25.8,",7",32.3,",,,7",19.4,",,,7"
193,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-09,,,126.3,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",0.0,",7",29.0,",7",0.0,",7",5.6,",7,25,",0.0,",,7,30,+",0.0,",,7,30,+",0.0,",,7,30,+",31.7,",7,16,+",11.1,7,10.0,",7",0.0,",,,7",0.0,",,,7",22.2,",7",28.6,",,,7",15.8,",,,7"
194,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-10,,,2.3,",7",11.0,",7",6.0,",7",0.0,",7",0.0,",7",0.0,",7",5.0,",7",0.0,",7",6.0,",7",0.0,",7",-2.8,",7,15,",0.0,",,7,31,+",0.0,",,7,31,+",35.1,",,7,10,",25.6,",7,02,",223.3,7,212.2,",7",95.7,",,,7",0.0,",,,7",11.6,",7",16.9,",,,7",6.2,",,,7"
195,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-11,,,0.0,",7",10.0,",7",3.0,",7",0.0,"1,7",0.0,"3,7",0.0,",7",20.0,",7",0.0,",7",0.0,",7",0.0,",7",-6.1,",7,27,+",0.0,"1,,7,30,+",0.0,"3,,7,30,+",6.6,",,7,22,",16.7,",7,02,",684.8,7,461.5,",7",21.8,",,,7",0.0,"3,,,7",2.9,",7",7.6,",,,7",-1.7,",,,7"
196,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2018-12,,,0.0,",7",10.0,",7",8.0,",7",27.0,",7",9.0,",7",0.0,",7",28.0,",7",11.0,",7",0.0,",7",0.0,",7",-10.6,",7,05,",229.0,",,7,31,",152.0,",,7,26,",20.6,",,7,26,",11.7,",7,17,",1283.2,7,598.4,",7",66.1,",,,7",711.0,",,,7",-1.0,",7",2.7,",,,7",-4.6,",,,7"
197,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2019-01,0.0,,0.0,",7",9.0,",7",4.0,",7",31.0,",7",5.0,"1,7",0.0,",7",29.0,",7",9.0,",7",0.0,",7",0.0,",7",-15.6,",7,02,+",381.0,",,7,21,",356.0,"1,,7,21,",35.3,",,7,21,",11.1,",7,20,",1883.6,,600.4,",7",73.2,",,,7",559.0,"1,,,7",-1.0,",7",3.2,",,,7",-5.3,",,,7"
198,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2019-02,0.0,,0.0,",7",10.0,",7",7.0,",7",21.0,",7",7.0,",7",0.0,",7",19.0,",7",6.0,",7",0.0,",7",0.0,",7",-12.2,",7,08,",457.0,",,7,11,+",356.0,",,7,06,",36.3,",,7,07,",14.4,",7,03,",2360.1,,476.5,",7",97.9,",,,7",863.0,",,,7",1.3,",7",6.1,",,,7",-3.5,",,,7"
199,USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,2019-03,0.0,,0.0,",7",14.0,",7",9.0,",7",6.0,",7",4.0,",7",0.0,",7",19.0,",7",0.0,",7",0.0,",7",0.0,",7",-5.0,",7,15,+",356.0,",,7,14,",305.0,",,7,13,",40.1,",,7,29,",18.3,",7,27,",2761.7,,401.6,",7",143.5,",,,7",458.0,",,,7",5.4,",7",10.9,",,,7",-0.1,",,,7"
200,USC00427846,"SILVER LAKE BRIGHTON, UT US",40.6008,-111.5842,2664.0,2010-12,,,0.0,",0",17.0,"4,0",17.0,"4,0",30.0,"1,0",17.0,",0",4.0,",0",31.0,",0",16.0,",0",0.0,",0",0.0,",0",-20.6,",0,31,",1854.0,"1,,0,31,+",508.0,",,0,20,",64.8,"4,,0,20,",8.3,",0,15,",2191.7,0,707.7,",0",279.3,"4,,,0",2756.0,",,,0",-4.5,",0",-0.1,",,,0",-8.9,",,,0"
