"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-01","0.0","T","0.0",",T","8",",T","8",",T","31",",",,,"4",",T","29",",T","13",",T","0",",T","0",",T","-24.3",",T,14,","1270",",,T,30,",,,"20.3",",,T,27,+","10.8",",T,22,",,,"683.8",",T","91.5",",,,T",,,"-3.7",",T","0.8",",,,T","-8.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-02","0.0","T","0.0",",T","7",",T","7",",T","28",",",,,"0",",T","28",",T","17",",T","0",",T","0",",T","-14.5",",T,27,","1397",",,T,23,",,,"17.8",",,T,23,","6.7",",T,02,",,,"646.6",",T","43.1",",,,T",,,"-4.8",",T","-0.1",",,,T","-9.4",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-03","0.0","T","0.0",",T","12",",T","12",",T","31",",",,,"0",",T","23",",T","4",",T","0",",T","0",",T","-14.6",",T,23,","1499",",,T,22,",,,"12.7",",,T,22,+","12.5",",T,14,",,,"564.4",",T","81.1",",,,T",,,"0.1",",T","4.3",",,,T","-4.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-04","0.0","T","0.0",",T","16",",T","16",",T","30",",",,,"0",",T","24",",T","3",",T","0",",T","0",",T","-12.1",",T,09,","1448",",,T,20,",,,"25.4",",,T,08,","11.8",",T,28,",,,"534.6",",T","134.5",",,,T",,,"0.5",",T","4.8",",,,T","-3.8",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-05","0.0","T","0.0",",T","13",",T","13",",T","21",",",,,"0",",T","4",",T","0",",T","0",",T","0",",T","-7.9",",T,01,","1041",",,T,01,",,,"17.8",",,T,30,","20.3",",T,13,",,,"339.5",",T","76.0",",,,T",,,"7.4",",T","12.0",",,,T","2.7",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-06","10.6","T","10.6",",T","0",",T","0",",T","0",",",,,"0",",T","0",",T","0",",T","8",",T","0",",T","3.3",",T,20,","0",",,T,30,+",,,"0.0",",,T,30,+","26.4",",T,28,",,,"128.8",",T","0.0",",,,T",,,"14.4",",T","19.0",",,,T","9.8",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-07","32.7","T","22.1",",T","9",",T","9",",T","0",",",,,"0",",T","0",",T","0",",T","22",",T","0",",T","8.6",",T,28,","0",",,T,31,+",,,"35.6",",,T,05,","25.9",",T,01,","40.6","T","40.6",",T","71.1",",,,T",,,"17.7",",T","22.2",",,,T","13.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-08","38.2","T","5.5",",T","9",",T","9",",T","0",",",,,"0",",T","0",",T","0",",T","21",",T","0",",T","8.1",",T,08,","0",",,T,31,+",,,"7.6",",,T,28,+","24.8",",T,15,","90.4","T","49.8",",T","37.9",",,,T",,,"16.9",",T","21.4",",,,T","12.4",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-09","38.2","T","0.0",",T","13",",T","13",",T","4",",",,,"0",",T","4",",T","0",",T","4",",T","0",",T","-3.0",",T,27,","51",",,T,27,",,,"10.2",",,T,29,+","23.2",",T,05,","306.8","T","216.4",",T","76.1",",,,T",,,"11.1",",T","15.3",",,,T","6.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-10","38.2","T","0.0",",T","11",",T","11",",T","7",",",,,"0",",T","15",",T","1",",T","0",",T","0",",T","-5.5",",T,04,","178",",,T,03,",,,"17.8",",,T,03,","15.9",",T,07,","746.3","T","439.5",",T","60.8",",,,T",,,"4.2",",T","8.0",",,,T","0.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-11","38.2","T","0.0",",T","12",",T","12",",T","29",",",,,"0",",T","21",",T","4",",T","0",",T","0",",T","-9.6",",T,04,","229",",,T,22,",,,"12.7",",,T,05,","13.4",",T,12,","1245.3","T","499.0",",T","50.5",",,,T",,,"1.7",",T","5.3",",,,T","-1.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2013-12","38.2","T","0.0",",T","13",",T","13",",T","31",",",,,"5",",T","29",",T","15",",T","0",",T","0",",T","-22.7",",T,09,","635",",,T,24,",,,"17.8",",,T,03,","10.8",",T,27,","1958.3","T","713.0",",T","88.6",",,,T",,,"-4.7",",T","-0.6",",,,T","-8.8",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-01","0.0","T","0.0",",T","11",",T","11",",T","31",",",,,"0",",T","31",",T","10",",T","0",",T","0",",T","-14.8",",T,05,","991",",,T,30,",,,"20.3",",,T,29,","7.9",",T,18,","2590.1","T","631.8",",T","81.2",",,,T",,,"-2.1",",T","2.0",",,,T","-6.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-02","0.0","T","0.0",",T","16",",T","16",",T","28",",",,,"0",",T","25",",T","12",",T","0",",T","0",",T","-16.7",",T,04,","1524",",,T,28,+",,,"43.2",",,T,08,","7.2",",T,26,","3180.1","T","590.0",",T","180.5",",,,T",,,"-2.7",",T","0.6",",,,T","-6.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-03","0.0","T","0.0",",T","18",",T","18",",T","31",",",,,"0",",T","28",",T","2",",T","0",",T","0",",T","-10.2",",T,18,","1676",",,T,31,",,,"17.8",",,T,30,","10.8",",T,25,","3745.6","T","565.5",",T","121.7",",,,T",,,"0.1",",T","4.4",",,,T","-4.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-04","0.0","T","0.0",",T","16",",T","16",",T","30",",",,,"0",",T","21",",T","2",",T","0",",T","0",",T","-8.1",",T,03,","1702",",,T,01,",,,"17.8",",,T,28,+","13.9",",T,21,","4233.3","T","487.7",",T","98.9",",,,T",,,"2.1",",T","6.2",",,,T","-2.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-05","0.0","T","0.0",",T","12",",T","12",",T","21",",",,,"0",",T","8",",T","1",",T","1",",T","0",",T","-6.3",",T,12,","864",",,T,01,",,,"17.8",",,T,11,","21.4",",T,28,","4547.7","T","314.4",",T","76.1",",,,T",,,"8.2",",T","12.4",",,,T","4.0",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-06","0.0","T","0.0",",T","4",",T","4",",T","2",",",,,"0",",T","2",",T","0",",T","2",",T","0",",T","-2.2",",T,18,","229",",,T,17,",,,"38.1",",,T,17,","21.7",",T,25,","4737.7","T","190.0",",T","55.9",",,,T",,,"12.0",",T","16.2",",,,T","7.8",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-07","20.2","T","20.2",",T","5",",T","5",",T","0",",",,,"0",",T","0",",T","0",",T","23",",T","0",",T","8.0",",T,01,","0",",,T,31,+",,,"10.2",",,T,29,","25.9",",T,23,","40.4","T","40.4",",T","25.3",",,,T",,,"17.7",",T","22.1",",,,T","13.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-08","20.8","T","0.6",",T","14",",T","14",",T","0",",",,,"0",",T","0",",T","0",",T","5",",T","0",",T","1.7",",T,23,","0",",,T,31,+",,,"20.3",",,T,23,+","23.3",",T,18,","180.5","T","140.1",",T","114.3",",,,T",,,"13.8",",T","18.2",",,,T","9.5",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-09","20.8","T","0.0",",T","11",",T","11",",T","0",",",,,"0",",T","0",",T","0",",T","6",",T","0",",T","0.8",",T,30,","0",",,T,30,+",,,"22.9",",,T,27,","22.3",",T,25,","343.4","T","162.9",",T","71.1",",,,T",,,"12.9",",T","17.2",",,,T","8.6",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-10","20.8","T","0.0",",T","6",",T","6",",T","0",",",,,"0",",T","7",",T","0",",T","0",",T","0",",T","-4.1",",T,27,","0",",,T,31,+",,,"10.2",",,T,02,","16.6",",T,08,","658.2","T","314.8",",T","27.9",",,,T",,,"8.2",",T","12.2",",,,T","4.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-11","20.8","T","0.0",",T","13",",T","13",",T","21",",",,,"0",",T","23",",T","9",",T","0",",T","0",",T","-17.2",",T,16,","584",",,T,24,",,,"22.9",",,T,22,","13.5",",T,06,","1209.4","T","551.2",",T","101.5",",,,T",,,"0.0",",T","3.6",",,,T","-3.7",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2014-12","20.8","T","0.0",",T","15",",T","15",",T","31",",",,,"2",",T","26",",T","13",",T","0",",T","0",",T","-22.6",",T,30,","1118",",,T,29,",,,"27.9",",,T,21,","12.2",",T,10,","1851.4","T","642.0",",T","109.0",",,,T",,,"-2.4",",T","1.2",",,,T","-5.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-01","0.0","T","0.0",",T","13",",T","13",",T","31",",",,,"0",",T","25",",T","3",",T","0",",T","0",",T","-11.3",",T,21,","1168",",,T,12,",,,"15.2",",,T,12,","14.4",",T,26,","2408.8","T","557.4",",T","55.4",",,,T",,,"0.4",",T","4.3",",,,T","-3.6",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-02","0.0","T","0.0",",T","10",",T","10",",T","28",",",,,"0",",T","20",",T","5",",T","0",",T","0",",T","-13.6",",T,22,","1016",",,T,10,+",,,"10.2",",,T,09,","13.8",",T,13,","2914.1","T","505.3",",T","50.7",",,,T",,,"0.3",",T","4.3",",,,T","-3.7",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-03","0.0","T","0.0",",T","9",",T","9",",T","31",",",,,"0",",T","19",",T","2",",T","0",",T","0",",T","-11.1",",T,04,+","1219",",,T,04,",,,"10.2",",,T,03,","15.3",",T,15,","3382.4","T","468.3",",T","48.2",",,,T",,,"3.2",",T","7.6",",,,T","-1.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-04","0.0","T","0.0",",T","13",",T","13",",T","21",",",,,"0",",T","18",",T","2",",T","0",",T","0",",T","-9.4",",T,15,","559",",,T,16,",,,"25.4",",,T,15,","15.5",",T,29,","3844.2","T","461.8",",T","96.5",",,,T",,,"2.9",",T","7.3",",,,T","-1.4",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-05","0.0","T","0.0",",T","17",",T","17",",T","5",",",,,"0",",T","4",",T","0",",T","0",",T","0",",T","-2.2",",T,10,","102",",,T,17,",,,"20.3",",,T,17,","21.0",",T,31,","4209.0","T","364.8",",T","119.3",",,,T",,,"6.6",",T","10.4",",,,T","2.7",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-06","12.0","T","12.0",",T","4",",T","4",",T","0",",",,,"0",",T","0",",T","0",",T","14",",T","0",",T","3.9",",T,06,","0",",,T,30,+",,,"12.7",",,T,07,","26.0",",T,29,","4294.1","T","85.1",",T","30.5",",,,T",,,"15.9",",T","20.3",",,,T","11.5",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-07","15.1","T","3.1",",T","8",",T","8",",T","0",",",,,"0",",T","0",",T","0",",T","7",",T","0",",T","5.2",",T,28,","0",",,T,31,+",,,"10.2",",,T,09,","24.0",",T,03,","107.3","T","107.3",",T","32.9",",,,T",,,"15.0",",T","19.6",",,,T","10.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-08","22.4","T","7.3",",T","11",",T","11",",T","0",",",,,"0",",T","0",",T","0",",T","13",",T","0",",T","7.4",",T,07,","0",",,T,31,+",,,"20.3",",,T,03,","26.4",",T,25,","185.4","T","78.1",",T","65.7",",,,T",,,"16.1",",T","20.6",",,,T","11.5",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-09","22.4","T","0.0",",T","4",",T","4",",T","0",",",,,"0",",T","0",",T","0",",T","8",",T","0",",T","1.2",",T,16,","0",",,T,30,+",,,"40.6",",,T,16,","22.8",",T,12,","314.2","T","128.8",",T","73.6",",,,T",,,"14.0",",T","18.3",",,,T","9.8",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-10","22.4","T","0.0",",T","9",",T","9",",T","0",",",,,"0",",T","3",",T","0",",T","0",",T","0",",T","-3.2",",T,30,","0",",,T,31,+",,,"12.7",",,T,02,","20.3",",T,01,","617.8","T","303.6",",T","43.0",",,,T",,,"8.5",",T","12.4",",,,T","4.7",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-11","22.4","T","0.0",",T","15",",T","15",",T","28",",",,,"0",",T","26",",T","13",",T","0",",T","0",",T","-13.9",",T,29,","381",",,T,30,+",,,"12.7",",,T,16,","12.2",",T,02,","1219.3","T","601.5",",T","68.4",",,,T",,,"-1.7",",T","2.3",",,,T","-5.7",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2015-12","22.4","T","0.0",",T","19",",T","19",",T","31",",",,,"0",",T","28",",T","16",",T","0",",T","0",",T","-16.8",",T,26,","1219",",,T,25,+",,,"33.0",",,T,22,","9.7",",T,03,","1923.0","T","703.7",",T","147.1",",,,T",,,"-4.4",",T","-0.2",",,,T","-8.6",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-01","0.0","T","0.0",",T","19",",T","19",",T","31",",",,,"0",",T","31",",T","11",",T","0",",T","0",",T","-12.7",",T,10,","1549",",,T,31,",,,"17.8",",,T,30,","8.1",",T,27,","2585.9","T","662.9",",T","142.1",",,,T",,,"-3.1",",T","1.1",",,,T","-7.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-02","0.0","T","0.0",",T","10",",T","10",",T","29",",",,,"0",",T","25",",T","6",",T","0",",T","0",",T","-16.2",",T,02,","1600",",,T,01,",,,"15.2",",,T,14,","14.9",",T,09,","3125.9","T","540.0",",T","53.1",",,,T",,,"-0.3",",T","3.8",",,,T","-4.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-03","0.0","T","0.0",",T","20",",T","20",",T","31",",",,,"0",",T","23",",T","5",",T","0",",T","0",",T","-8.9",",T,15,","1549",",,T,29,",,,"15.2",",,T,22,","10.9",",T,04,","3679.4","T","553.5",",T","116.6",",,,T",,,"0.5",",T","4.4",",,,T","-3.4",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-04","0.0","T","0.0",",T","17",",T","17",",T","30",",",,,"0",",T","18",",T","0",",T","0",",T","0",",T","-6.3",",T,15,","1422",",,T,01,",,,"35.6",",,T,26,","15.3",",T,21,","4113.6","T","434.2",",T","121.9",",,,T",,,"3.9",",T","8.0",",,,T","-0.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-05","0.0","T","0.0",",T","21",",T","21",",T","18",",",,,"0",",T","5",",T","0",",T","0",",T","0",",T","-3.7",",T,10,+","889",",,T,01,",,,"10.2",",,T,09,+","17.8",",T,14,","4479.5","T","365.9",",T","96.3",",,,T",,,"6.5",",T","10.7",",,,T","2.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-06","9.1","T","9.1",",T","5",",T","5",",T","0",",",,,"0",",T","0",",T","0",",T","12",",T","0",",T","4.8",",T,13,","0",",,T,30,+",,,"5.1",",,T,15,","25.2",",T,28,+","4571.2","T","91.7",",T","15.1",",,,T",,,"15.6",",T","20.1",",,,T","11.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-07","32.6","T","23.5",",T","0",",T","0",",T","0",",",,,"0",",T","0",",T","0",",T","21",",T","0",",T","2.4",",T,11,","0",",,T,31,+",,,"0.0",",,T,31,+","26.9",",T,28,","43.1","T","43.1",",T","0.0",",,,T",,,"17.7",",T","22.2",",,,T","13.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-08","41.9","T","9.3",",T","1",",T","1",",T","0",",",,,"0",",T","0",",T","0",",T","22",",T","0",",T","8.3",",T,10,","0",",,T,31,+",,,"2.5",",,T,06,","25.7",",T,01,","93.6","T","50.5",",T","2.5",",,,T",,,"17.0",",T","21.8",",,,T","12.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-09","41.9","T","0.0",",T","9",",T","9",",T","4",",",,,"0",",T","2",",T","0",",T","3",",T","0",",T","-0.1",",T,24,+","76",",,T,24,",,,"15.2",",,T,24,+","22.0",",T,01,","300.6","T","207.0",",T","81.2",",,,T",,,"11.4",",T","16.3",",,,T","6.6",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-10","41.9","T","0.0",",T","11",",T","11",",T","9",",",,,"0",",T","9",",T","0",",T","0",",T","0",",T","-3.1",",T,04,","51",",,T,06,+",,,"15.2",",,T,03,","16.0",",T,02,","641.2","T","340.6",",T","68.5",",,,T",,,"7.4",",T","11.4",",,,T","3.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-11","41.9","T","0.0",",T","10",",T","10",",T","14",",",,,"0",",T","15",",T","5",",T","0",",T","0",",T","-12.4",",T,29,","737",",,T,28,",,,"30.5",",,T,28,","15.0",",T,15,","1099.8","T","458.6",",T","96.4",",,,T",,,"3.1",",T","7.0",",,,T","-0.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2016-12","41.9","T","0.0",",T","11",",T","11",",T","31",",",,,"2",",T","30",",T","15",",T","0",",T","0",",T","-19.3",",T,18,","1041",",,T,25,",,,"40.6",",,T,16,","6.4",",T,20,","1809.9","T","710.1",",T","124.4",",,,T",,,"-4.6",",T","-0.2",",,,T","-9.0",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2017-01","0.0",,"0.0",",T","18",",T","18",",T","31",",",,,"1",",T","30",",T","17",",T","0",",T","0",",T","-18.0",",T,06,","1829",",,T,25,+",,,"33.0",",,T,09,","9.7",",T,29,","2492.4",,"682.5",",T","213.3",",,,T",,,"-3.7",",T","0.5",",,,T","-7.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2017-02","0.0",,"0.0",",T","15",",T","15",",T","28",",",,,"0",",T","26",",T","8",",T","0",",T","0",",T","-17.0",",T,25,+","2134",",,T,23,",,,"43.2",",,T,27,","10.9",",T,16,","3041.8",,"549.4",",T","182.6",",,,T",,,"-1.3",",T","2.5",",,,T","-5.0",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-12","1.2","T","0.0",",T","13",",T","13",",T","31",",",,,"1",",T","31",",T","9",",T","0",",T","0",",T","-24.8",",T,31,","1575",",,T,29,+",,,"55.9",",,T,19,","9.2",",T,13,","2094.4","T","657.1",",T","266.6",",,,T",,,"-2.9",",T","1.3",",,,T","-7.0",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-01","0.0","T","0.0",",T","8",",T","8",",T","31",",",,,"4",",T","31",",T","14",",T","0",",T","0",",T","-25.3",",T,01,","1499",",,T,19,",,,"27.9",",,T,16,","8.8",",T,28,","2828.6","T","734.2",",T","78.6",",,,T",,,"-5.4",",T","-0.1",",,,T","-10.7",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-02","0.0","T","0.0",",T","7",",T","7",",T","28",",",,,"2",",T","28",",T","17",",T","0",",T","0",",T","-27.2",",T,01,","2057",",,T,26,",,,"27.9",",,T,25,","8.1",",T,12,","3506.8","T","678.2",",T","111.7",",,,T",,,"-5.9",",T","-1.0",",,,T","-10.8",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-03","0.0","T","0.0",",T","16",",T","16",",T","31",",",,,"0",",T","30",",T","5",",T","0",",T","0",",T","-14.4",",T,29,","2261",",,T,28,",,,"17.8",",,T,27,","9.2",",T,10,","4129.4","T","622.6",",T","142.1",",,,T",,,"-1.7",",T","3.0",",,,T","-6.5",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-04","0.0","T","0.0",",T","18",",T","18",",T","30",",",,,"0",",T","27",",T","7",",T","0",",T","0",",T","-12.4",",T,04,","2337",",,T,09,",,,"40.6",",,T,18,","11.7",",T,02,","4699.0","T","569.6",",T","210.7",",,,T",,,"-0.6",",T","4.1",",,,T","-5.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-05","0.0","T","0.0",",T","14",",T","14",",T","31",",",,,"0",",T","23",",T","0",",T","0",",T","0",",T","-10.6",",T,01,","2210",",,T,01,",,,"27.9",",,T,19,","16.6",",T,13,","5153.0","T","454.0",",T","182.6",",,,T",,,"3.7",",T","8.7",",,,T","-1.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-06","0.0","T","0.0",",T","5",",T","5",",T","23",",",,,"0",",T","5",",T","0",",T","2",",T","0",",T","-3.7",",T,03,","1626",",,T,01,",,,"25.4",",,T,19,","22.5",",T,28,","5418.1","T","265.1",",T","38.0",",,,T",,,"9.5",",T","15.5",",,,T","3.5",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-07","0.4","T","0.4",",T","6",",T","6",",T","0",",",,,"0",",T","0",",T","0",",T","15",",T","0",",T","5.2",",T,01,","0",",,T,31,+",,,"7.6",",,T,20,+","24.9",",T,03,","100.4","T","100.4",",T","27.8",",,,T",,,"15.1",",T","21.0",",,,T","9.2",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-08","2.5","T","2.1",",T","5",",T","5",",T","0",",",,,"0",",T","0",",T","0",",T","22",",T","0",",T","7.5",",T,16,+","0",",,T,31,+",,,"12.7",",,T,28,","25.6",",T,24,","168.3","T","67.9",",T","35.5",",,,T",,,"16.2",",T","22.0",",,,T","10.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-09","2.5","T","0.0",",T","5",",T","5",",T","0",",",,,"0",",T","0",",T","0",",T","1",",T","0",",T","2.7",",T,22,","0",",,T,30,+",,,"10.2",",,T,17,+","21.2",",T,04,","380.8","T","212.5",",T","27.9",",,,T",,,"11.3",",T","17.1",",,,T","5.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-10","2.5","T","0.0",",T","12",",T","12",",T","6",",",,,"0",",T","14",",T","3",",T","0",",T","0",",T","-8.0",",T,27,+","102",",,T,07,+",,,"33.0",",,T,05,","18.5",",T,01,","794.9","T","414.1",",T","86.3",",,,T",,,"5.0",",T","9.8",",,,T","0.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-11","2.5","T","0.0",",T","11",",T","11",",T","30",",",,,"0",",T","29",",T","7",",T","0",",T","0",",T","-13.1",",T,08,","457",",,T,21,",,,"17.8",",,T,12,","8.7",",T,27,","1400.1","T","605.2",",T","91.3",",,,T",,,"-1.8",",T","2.8",",,,T","-6.5",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2011-12","2.5","T","0.0",",T","7",",T","7",",T","31",",",,,"1",",T","31",",T","12",",T","0",",T","0",",T","-19.3",",T,05,","483",",,T,31,+",,,"7.6",",,T,29,+","9.3",",T,25,","2108.5","T","708.4",",T","35.5",",,,T",,,"-4.5",",T","0.6",",,,T","-9.6",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-01","0.0","T","0.0",",T","8",",T","8",",T","31",",",,,"2",",T","31",",T","12",",T","0",",T","0",",T","-19.6",",T,17,","1092",",,T,21,",,,"43.2",",,T,21,","10.0",",T,02,","2783.0","T","674.5",",T","111.6",",,,T",,,"-3.4",",T","2.0",",,,T","-8.8",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-02","0.0","T","0.0",",T","16",",T","16",",T","29",",",,,"0",",T","29",",T","18",",T","0",",T","0",",T","-15.6",",T,20,","1372",",,T,29,",,,"30.5",",,T,29,","4.9",",T,22,","3461.1","T","678.1",",T","114.2",",,,T",,,"-5.1",",T","-0.4",",,,T","-9.7",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-03","0.0","T","0.0",",T","7",",T","7",",T","31",",",,,"0",",T","21",",T","6",",T","0",",T","0",",T","-13.1",",T,20,","1346",",,T,19,+",,,"30.5",",,T,18,","14.1",",T,31,","3994.1","T","533.0",",T","71.2",",,,T",,,"1.1",",T","6.1",",,,T","-3.9",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-04","0.0","T","0.0",",T","17",",T","17",",T","30",",",,,"0",",T","21",",T","2",",T","0",",T","0",",T","-11.6",",T,02,","889",",,T,01,",,,"17.8",",,T,12,","19.0",",T,23,+","4444.0","T","449.9",",T","93.7",",,,T",,,"3.3",",T","9.0",",,,T","-2.3",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-05","0.0","T","0.0",",T","4",",T","4",",T","5",",",,,"0",",T","13",",T","0",",T","0",",T","0",",T","-4.8",",T,06,","76",",,T,27,+",,,"17.8",",,T,26,","20.3",",T,21,","4795.7","T","351.7",",T","48.3",",,,T",,,"7.0",",T","12.6",",,,T","1.4",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-06","1.5","T","1.5",",T","0",",T","0",",T","0",",",,,"0",",T","5",",T","0",",T","14",",T","0",",T","-2.7",",T,10,+","0",",,T,30,+",,,"0.0",",,T,30,+","24.2",",T,30,+","4944.6","T","148.9",",T","0.0",",,,T",,,"13.4",",T","19.8",",,,T","7.1",",,,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2012-07","4.8","T","3.3",",T","8",",T","8",",T","0",",",,,"0",",T","0",",T","0",",T","21",",T","0",",T","6.3",",T,06,","0",",,T,31,+",,,"5.1",",,T,15,","25.6",",T,26,","60.1","T","60.1",",T","22.6",",,,T",,,"16.5",",T","22.0",",,,T","11.0",",,,T"
