"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-01","0.0","7","0.0","1,7","14","1,7","13","1,7","30","1,7","14","1,7","4","1,7","30","1,7","19","1,7","0","1,7","0","1,7","-18.9","1,7,11,+","1397","1,,7,30,","305.0","1,,7,30,","35.1","1,,7,30,","5.0","1,7,23,+",,,"734.8","1,7","138.5","1,,,7","1614","1,,,7","-6.2","1,7","-1.3","1,,,7","-11.0","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-02","0.0","7","0.0",",7","8",",7","6",",7","26","3,7","8",",7","2",",7","29",",7","7",",7","0",",7","0",",7","-18.9",",7,03,+","1575","3,,7,02,","203.0",",,7,01,","17.8",",,7,18,","10.6",",7,12,+",,,"623.2",",7","54.9",",,,7","610",",,,7","-3.2",",7","3.3",",,,7","-9.6",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-03","0.0","7","0.0",",7","13",",7","13",",7","28","3,7","13",",7","0",",7","30",",7","10",",7","0",",7","0",",7","-13.9",",7,18,","1524","3,,7,30,+","356.0",",,7,29,","34.5",",,7,29,","10.6",",7,22,",,,"633.2",",7","135.4",",,,7","1246",",,,7","-2.1",",7","3.6",",,,7","-7.7",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-04","0.0","7","0.0","2,7","5","3,7","4","3,7","27","3,7","5","2,7","0","2,7","25","2,7","2","2,7","0","2,7","0","2,7","-11.7","2,7,01,","1422","3,,7,02,+","152.0","2,,7,28,+","48.3","3,,7,28,","15.6","2,7,21,",,,"470.2","2,7","112.7","1,a,,7","572","2,,,7","1.5","2,7","7.5","2,,,7","-4.4","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-05","0.0","7","0.0","2,7","7","2,7","7","2,7","15","1,7","0","1,7","0","1,7","20","1,7","0","2,7","0","2,7","0","2,7","-6.1","1,7,12,+","635","1,,7,02,+","0.0","1,T,7,21,+","22.6","2,,7,14,","17.2","2,7,15,+",,,"391.8","2,7","93.8",",a,,7","0","1,T,,7","4.8","2,7","10.8","2,,,7","-1.2","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-06","0.9","7","0.9","1,7","3",",7","3",",7","0",",7","0",",7","0","1,7","0","1,7","0",",7","17",",7","0",",7","0.6","1,7,01,","0",",,7,30,+","0.0",",,7,30,+","16.3",",,7,30,","26.1",",7,21,",,,"123.9",",7","36.4",",,,7","0",",,,7","14.0","1,7","21.3",",,,7","6.8","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-07","2.6","7","1.7","1,7","0",",7","0",",7","0",",7","0",",7","0","1,7","1","1,7","0","1,7","25","1,7","0","1,7","-0.6","1,7,11,","0",",,7,31,+","0.0",",,7,31,+","0.0",",,7,31,+","26.1","1,7,26,","71.8","7","71.8","1,7","0.0",",,,7","0",",,,7","16.0","1,7","22.9","1,,,7","9.1","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-08","3.2","7","0.6",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","18",",7","0",",7","3.3",",7,26,+","0",",,7,31,+","0.0",",,7,31,+","13.0",",,7,08,","26.1",",7,03,","197.1","7","125.3",",7","13.0",",,,7","0",",,,7","14.3",",7","21.2",",,,7","7.4",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-09","3.2","7","0.0",",7","6",",7","4",",7","2",",7","1","1,7","0",",7","8",",7","0",",7","4",",7","0",",7","-2.2",",7,25,","127",",,7,24,","152.0","1,,7,24,","23.1",",,7,23,","23.9",",7,02,+","442.6","7","245.5",",7","71.5",",,,7","160","1,,,7","10.1",",7","16.8",",,,7","3.5",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-10","3.2","7","0.0","1,7","7","4,7","7","4,7","5","1,7","5","1,7","0","1,7","15","1,7","1",",7","0",",7","0",",7","-8.3","1,7,21,+","102","1,,7,17,","102.0","1,,7,17,","17.5","4,,7,03,","14.4",",7,28,+","843.1","7","400.5",",7","91.0",",a,,7","310","1,,,7","5.0","1,7","10.5",",,,7","-0.5","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-11","3.2","7","0.0","2,7",,,,,"11","5,7","6","3,7","0","2,7","27","2,7","6","2,7","0","2,7","0","2,7","-14.4","2,7,18,","762","5,,7,29,","254.0","3,,7,28,",,,"13.9","2,7,17,","1347.8","7","504.7","2,7","92.9",",a,,7","1208","3,,,7","0.3","2,7","6.0","2,,,7","-5.4","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2016-12","3.2","7","0.0","1,7","13","2,7","9","2,7","29","2,7","13","2,7","6","1,7","30","1,7","18","1,7","0","1,7","0","1,7","-26.1","1,7,18,","1422","2,,7,25,","330.0","2,,7,16,","35.6","2,,7,16,","6.1","1,7,16,","2131.3","7","783.5","1,7","162.2",",a,,7","1779","2,,,7","-7.8","1,7","-2.5","1,,,7","-13.0","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-01","0.0","7","0.0",",7","16","2,7","14","2,7","31",",7","18",",7","4",",7","31",",7","23",",7","0",",7","0",",7","-23.9",",7,07,+","2515",",,7,24,","356.0",",,7,03,","47.8","2,,7,23,","3.3",",7,19,","2938.9","7","807.6",",7","286.5","2,,,7","3100",",,,7","-7.7",",7","-3.1",",,,7","-12.3",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-02","0.0","7","0.0","1,7","13","4,7","12","4,7",,,"14","2,7","4","1,7","26","1,7","6","1,7","0","1,7","0","1,7","-22.2","1,7,27,+",,,"330.0","2,,7,27,+","40.1","4,,7,22,","9.4","1,7,09,","3526.7","7","587.8","1,7","238.7",",a,,7","2184","2,,,7","-3.4","1,7","1.4","1,,,7","-8.3","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-03","0.0","7","0.0","1,7","8",",7","8",",7","29","2,7","7",",7","0",",7","29",",7","4","1,7","0","1,7","0","1,7","-16.1",",7,06,","2591","2,,7,01,","203.0",",,7,06,","27.9",",,7,22,","12.2","1,7,19,+","4090.1","7","563.4","1,7","105.2",",,,7","748",",,,7","-0.4","1,7","5.2","1,,,7","-6.0",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-04","0.0","7","0.0","3,7","7","5,","6","5,","27","3,7","6","4,7","0","3,7","26","3,7","2","3,7","0","3,7","0","3,7","-13.9","3,7,10,","2083","3,,7,09,","305.0","4,,7,25,","31.2","5,,,25,","12.8","3,7,14,","4603.8","7","513.7","3,7","134.4","1,a,,","941","4,,,7","-0.7","3,7","5.1","3,,,7","-6.5","3,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-05","0.0","7","0.0","2,7","3","3,7","3","3,7","23","3,7","2","2,7","0","2,7","17","2,7","0","2,7","0","2,7","0","2,7","-12.2","2,7,18,","1727","3,,7,01,","76.0","2,,7,17,","18.3","3,,7,17,","19.4","2,7,31,","4985.7","7","381.9","2,7","27.5","1,a,,7","127","2,,,7","5.2","2,7","11.8","2,,,7","-1.5","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-06","0.0","7","0.0","2,7","1",",7","1",",7","1",",7","1",",7","0","2,7","1","2,7","0","1,7","14","1,7","0","1,7","0.0","2,7,13,","76",",,7,13,","76.0",",,7,13,","13.2",",,7,13,","26.1","1,7,22,","5137.6","7","151.9","1,7","13.2",",,,7","76",",,,7","13.0","2,7","21.0","1,,,7","5.0","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-07","5.0","7","5.0",",7","3",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","4.4",",7,01,","0",",,7,31,+","0.0",",,7,31,+","15.7",",,7,26,","27.2",",7,06,","55.9","7","55.9",",7","28.9",",,,7","0",",,,7","16.7",",7","23.6",",,,7","9.8",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-08","5.0","7","0.0","1,7","4",",7","4",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","22","1,7","0","1,7","2.8","1,7,16,","0",",,7,31,+","0.0",",,7,31,+","18.8",",,7,23,","25.0","1,7,30,+","163.3","7","107.4","1,7","30.5",",,,7","0",",,,7","14.8","1,7","21.9","1,,,7","7.6","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-09","5.0","7","0.0","2,7","7",",7","6",",7","4","1,7","2","1,7","0","2,7","13","2,7","0","1,7","9","1,7","0","1,7","-6.1","2,7,25,+","203","1,,7,24,","203.0","1,,7,24,","20.6",",,7,24,","25.0","1,7,05,+","442.4","7","279.1","1,7","89.3",",,,7","228","1,,,7","8.3","2,7","14.7","1,,,7","1.9","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-10","5.0","7","0.0","1,7","4",",7","4",",7","6","1,7","5",",7","0","1,7","29","1,7","2","1,7","0","1,7","0","1,7","-8.9","1,7,03,+","76","1,,7,21,","203.0",",,7,31,","18.3",",,7,31,","16.1","1,7,18,","921.8","7","479.4","1,7","36.7",",,,7","432",",,,7","2.4","1,7","8.5","1,,,7","-3.8","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-11","5.0","7","0.0","2,7","4",",7","4",",7",,,"4","1,7","0","2,7","26","2,7","1","2,7","0","2,7","0","2,7","-16.1","2,7,18,",,,"203.0","1,,7,17,","43.2",",,7,17,","12.2","2,7,27,+","1405.9","7","484.1","2,7","81.5",",,,7","457","1,,,7","1.0","2,7","7.0","2,,,7","-4.9","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2017-12","5.0","7","0.0","2,7","6","2,7","5","2,7","29","2,7","6",",7","2","2,7","28","2,7","5","2,7","0","2,7","0","2,7","-22.2","2,7,05,","686","2,,7,26,+","203.0",",,7,23,","19.1","2,,7,04,","10.0","2,7,13,+","2028.3","7","622.4","2,7","55.0","2,,,7","839",",,,7","-3.1","2,7","3.9","2,,,7","-10.1","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-01","0.0","7","0.0","4,7","5","5,7","4","5,7","29","2,7","8","2,7","1","4,7","27","4,7","10","2,7","0","2,7","0","2,7","-18.9","4,7,22,","940","2,,7,27,+","279.0","2,,7,19,","23.9","5,,7,10,","8.9","2,7,19,","2635.3","7","607.0","2,7","70.9","1,a,,7","785","2,,,7","-3.9","4,7","1.8","2,,,7","-9.7","4,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-02","0.0","7","0.0","1,7","10",",7","8",",7","27","1,7","9",",7","8","1,7","27","1,7","17","1,7","0","1,7","0","1,7","-23.9","1,7,21,","1295","1,,7,20,","406.0",",,7,20,","36.8",",,7,20,","5.6","1,7,08,","3324.1","7","688.8","1,7","86.7",",,,7","1106",",,,7","-7.2","1,7","-2.1","1,,,7","-12.3","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-03","0.0","7","0.0","5,7","6","4,7","5","4,7","28","3,7","7","1,7","2","4,7","26","4,7","6","1,7","0","1,7","0","1,7","-20.0","4,7,27,","1524","3,,7,18,","229.0","1,,7,17,+","64.0","4,,7,23,","7.8","1,7,13,","3870.1","7","546.0","1,7","154.4","2,a,,7","917","1,,,7","-3.0","5,7","1.8","1,,,7","-7.8","4,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-04","0.0","7","0.0","1,7","7",",7","6",",7","30",",7","6",",7","0","1,7","27","1,7","3",",7","0",",7","0",",7","-15.6","1,7,04,+","1270",",,7,13,","229.0",",,7,13,","35.3",",,7,09,","16.7",",7,29,+","4364.0","7","493.9",",7","92.5",",,,7","508",",,,7","1.3","1,7","7.9",",,,7","-5.3","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-05","0.0","7","0.0","2,7","4",",7","4",",7","7",",7","2",",7","0","2,7","15","2,7","0","2,7","0","2,7","0","2,7","-8.3","2,7,02,","559",",,7,01,","102.0",",,7,01,","29.7",",,7,29,","20.6","2,7,26,","4690.4","7","326.4","2,7","69.6",",,,7","127",",,,7","7.1","2,7","14.4","2,,,7","-0.3","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-06","1.1","7","1.1","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","4","1,7","0","1,7","18","1,7","0","1,7","-2.8","1,7,03,","0","1,,7,30,+","0.0","1,,7,30,+","0.0","1,,7,30,+","25.6","1,7,28,","4846.2","7","155.8","1,7","0.0","1,,,7","0","1,,,7","13.0","1,7","20.8","1,,,7","5.2","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-07","7.0","7","5.9","3,7","2","2,7","2","2,7","0",",7","0",",7","0","3,7","0","3,7","0","3,7","27","3,7","0","3,7","2.2","3,7,01,","0",",,7,31,+","0.0",",,7,31,+","11.4","2,,7,17,","26.7","3,7,08,+","40.1","7","40.1","3,7","19.0",",a,,7","0",",,,7","17.1","3,7","24.3","3,,,7","9.9","3,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-08","8.4","7","1.4",",7","5",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","1.1",",7,28,","0",",,7,31,+","0.0",",,7,31,+","18.3",",,7,23,","26.7",",7,13,","143.1","7","103.0",",7","32.6",",,,7","0",",,,7","15.1",",7","22.4",",,,7","7.8",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-09","8.4","7","0.0","3,7","0",",7","0",",7","0",",7","0",",7","0","3,7","3","3,7","0","3,7","10","3,7","0","3,7","-3.3","3,7,26,+","0",",,7,30,+","0.0",",,7,30,+","0.0",",,7,30,+","22.8","3,7,11,","290.4","7","147.3","3,7","0.0",",,,7","0",",,,7","12.9","3,7","20.0","3,,,7","5.8","3,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-10","8.4","7","0.0","2,7","10","2,7","8","2,7","9","3,7","5",",7","0","2,7","23","2,7","2","2,7","0","2,7","0","2,7","-13.9","2,7,15,","356","3,,7,10,","305.0",",,7,10,","31.8","2,,7,99,","17.2","2,7,03,","754.0","7","463.6","2,7","135.0",",a,,7","712",",,,7","2.4","2,7","8.0","2,,,7","-3.3","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-11","8.4","7","0.0","2,7","12",",7","11",",7","28","1,7","12",",7","0","2,7","28","2,7","13","2,7","0","2,7","0","2,7","-16.7","2,7,26,+","787","1,,7,30,","305.0",",,7,24,","50.8",",,7,24,","8.9","2,7,22,","1370.9","7","616.9","2,7","127.6",",,,7","1142",",,,7","-3.7","2,7","1.6","2,,,7","-8.9","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2018-12","8.4","7","0.0",",7","15",",7","13",",7","31",",7","15",",7","7",",7","31",",7","20",",7","0",",7","0",",7","-22.2",",7,29,","965",",,7,31,","152.0",",,7,03,+","9.7",",,7,31,","8.3",",7,18,","2151.7","7","780.8",",7","69.8",",,,7","1168",",,,7","-6.9",",7","-1.4",",,,7","-12.3",",,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2019-01","0.0",,"0.0","1,7","10",",7","8",",7","31",",7","8",",7","4","1,7","30","1,7","16","1,7","0","1,7","0","1,7","-25.0","1,7,01,","1956",",,7,22,","406.0",",,7,21,+","43.7",",,7,18,","6.1","1,7,05,","2878.6",,"726.9","1,7","142.8",",,,7","1699",",,,7","-5.9","1,7","-0.6","1,,,7","-11.2","1,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2019-02","0.0",,"0.0","2,7",,,,,"26","2,7","14","3,7","10","2,7","26","2,7","18","2,7","0","2,7","0","2,7","-21.7","2,7,23,+","2337","2,,7,16,","356.0","3,,7,07,",,,"3.9","2,7,02,","3564.2",,"685.6","2,7","202.5",",a,,7","2156","3,,,7","-8.0","2,7","-3.4","2,,,7","-12.7","2,,,7"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2019-03","0.0",,"0.0","4,7",,,,,"29","2,7",,,"0","4,7","27","4,7","7","3,7","0","3,7","0","3,7","-16.7","4,7,16,","2642","2,,7,10,",,,,,"8.3","3,7,28,","4137.2",,"573.0","3,7",,,,,"-3.0","4,7","1.6","3,,,7","-7.5","4,,,7"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2010-12","13.4","T","0.0",",T","13",",T","13",",T","31",",",,,"2",",T","28",",T","7",",T","0",",T","0",",T","-22.1",",T,31,","1549",",,T,29,",,,"55.9",",,T,29,","9.6",",T,25,","1899.3","T","628.0",",T","203.0",",,,T",,,"-1.9",",T","1.7",",,,T","-5.5",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-01","0.0","T","0.0",",T","8",",T","8",",T","31",",",,,"1",",T","30",",T","14",",T","0",",T","0",",T","-21.8",",T,01,","1499",",,T,22,",,,"27.9",",,T,19,","9.0",",T,07,","2587.4","T","688.1",",T","83.7",",,,T",,,"-3.9",",T","0.5",",,,T","-8.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-02","0.0","T","0.0",",T","9",",T","9",",T","28",",",,,"2",",T","27",",T","16",",T","0",",T","0",",T","-25.7",",T,01,","2134",",,T,26,",,,"38.1",",,T,19,","8.3",",T,15,","3243.5","T","656.1",",T","139.6",",,,T",,,"-5.1",",T","-0.8",",,,T","-9.4",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-03","0.0","T","0.0",",T","14",",T","14",",T","31",",",,,"0",",T","30",",T","7",",T","0",",T","0",",T","-9.8",",T,29,+","2286",",,T,28,",,,"30.5",",,T,16,","7.9",",T,10,","3856.9","T","613.4",",T","170.1",",,,T",,,"-1.4",",T","2.4",",,,T","-5.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-04","0.0","T","0.0",",T","20",",T","20",",T","30",",",,,"0",",T","27",",T","5",",T","0",",T","0",",T","-10.9",",T,04,","2464",",,T,30,+",,,"30.5",",,T,13,+","10.6",",T,01,","4420.7","T","563.8",",T","297.0",",,,T",,,"-0.5",",T","3.8",",,,T","-4.7",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-05","0.0","T","0.0",",T","17",",T","17",",T","31",",",,,"0",",T","22",",T","0",",T","0",",T","0",",T","-7.1",",T,01,","2413",",,T,03,",,,"33.0",",,T,20,","16.9",",T,13,","4869.0","T","448.3",",T","180.1",",,,T",,,"3.9",",T","8.1",",,,T","-0.4",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-06","0.2","T","0.2",",T","5",",T","5",",T","23",",",,,"0",",T","2",",T","0",",T","2",",T","0",",T","-2.3",",T,03,","1829",",,T,01,",,,"40.6",",,T,19,","22.6",",T,28,","5100.5","T","231.5",",T","58.3",",,,T",,,"10.6",",T","15.0",",,,T","6.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-07","5.1","T","4.9",",T","5",",T","5",",T","0",",",,,"0",",T","0",",T","0",",T","15",",T","0",",T","8.4",",T,10,","0",",,T,31,+",,,"10.2",",,T,05,","25.1",",T,03,","61.1","T","61.1",",T","30.5",",,,T",,,"16.5",",T","20.9",",,,T","12.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-08","15.0","T","9.9",",T","7",",T","7",",T","0",",",,,"0",",T","0",",T","0",",T","23",",T","0",",T","8.8",",T,15,+","0",",,T,31,+",,,"5.1",",,T,28,+","25.3",",T,26,","101.7","T","40.6",",T","25.3",",,,T",,,"17.3",",T","21.9",",,,T","12.8",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-09","15.0","T","0.0",",T","6",",T","6",",T","0",",",,,"0",",T","0",",T","0",",T","3",",T","0",",T","4.1",",T,17,","0",",,T,30,+",,,"7.6",",,T,15,","23.2",",T,30,","249.5","T","147.8",",T","22.7",",,,T",,,"13.4",",T","17.9",",,,T","8.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-10","15.0","T","0.0",",T","13",",T","13",",T","3",",",,,"0",",T","9",",T","2",",T","0",",T","0",",T","-5.8",",T,27,","51",",,T,07,",,,"17.8",",,T,05,","19.1",",T,01,","635.4","T","385.9",",T","78.5",",,,T",,,"5.9",",T","9.8",",,,T","1.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-11","15.0","T","0.0",",T","14",",T","14",",T","26",",",,,"0",",T","28",",T","7",",T","0",",T","0",",T","-11.0",",T,05,","508",",,T,22,",,,"17.8",",,T,12,","9.4",",T,23,","1215.2","T","579.8",",T","88.6",",,,T",,,"-1.0",",T","3.0",",,,T","-5.0",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2011-12","15.0","T","0.0",",T","5",",T","5",",T","31",",",,,"0",",T","31",",T","9",",T","0",",T","0",",T","-16.3",",T,05,","533",",,T,31,+",,,"5.1",",,T,29,+","9.6",",T,17,","1866.0","T","650.8",",T","22.9",",,,T",,,"-2.7",",T","1.8",",,,T","-7.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-01","0.0","T","0.0",",T","7",",T","7",",T","31",",",,,"1",",T","27",",T","11",",T","0",",T","0",",T","-17.8",",T,17,","1092",",,T,27,+",,,"43.2",",,T,21,","12.3",",T,02,","2501.4","T","635.4",",T","109.2",",,,T",,,"-2.2",",T","2.2",",,,T","-6.5",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-02","0.0","T","0.0",",T","14",",T","14",",T","29",",",,,"0",",T","29",",T","13",",T","0",",T","0",",T","-13.8",",T,26,","1549",",,T,29,",,,"20.3",",,T,22,","4.8",",T,11,","3150.3","T","648.9",",T","109.1",",,,T",,,"-4.0",",T","0.0",",,,T","-8.1",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-03","0.0","T","0.0",",T","8",",T","8",",T","31",",",,,"0",",T","16",",T","6",",T","0",",T","0",",T","-12.5",",T,02,","1600",",,T,02,+",,,"25.4",",,T,18,","15.1",",T,22,","3663.4","T","513.1",",T","83.7",",,,T",,,"1.8",",T","5.9",",,,T","-2.4",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-04","0.0","T","0.0",",T","21",",T","21",",T","30",",",,,"0",",T","17",",T","2",",T","0",",T","0",",T","-10.4",",T,02,","1041",",,T,18,+",,,"15.2",",,T,06,","19.0",",T,23,","4097.9","T","434.5",",T","103.9",",,,T",,,"3.9",",T","8.3",",,,T","-0.6",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-05",,,,,"9",",T","9",",T","1",",",,,,,,,,,,,,,,,"76",",,T,01,",,,"15.2",",,T,26,",,,,,,,"53.2",",,,T",,,,,,,,
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-06",,,,,"2",",T","2",",T","0",",",,,,,,,,,,,,,,,"0",",,T,30,+",,,"15.2",",,T,01,",,,,,,,"17.7",",,,T",,,,,,,,
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-07",,,,,"7",",T","7",",T","0",",",,,,,,,,,,,,,,,"0",",,T,31,+",,,"5.1",",,T,08,",,,,,,,"20.1",",,,T",,,,,,,,
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-08",,,"15.4",",T","6",",T","6",",T","0",",",,,"0",",T","0",",T","0",",T","29",",T","0",",T","8.9",",T,31,","0",",,T,31,+",,,"5.1",",,T,01,","27.7",",T,08,",,,"20.4",",T","17.6",",,,T",,,"18.2",",T","23.1",",,,T","13.3",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-09",,,"0.0",",T","11",",T","11",",T","0",",",,,"0",",T","0",",T","0",",T","1",",T","0",",T","1.6",",T,25,","0",",,T,30,+",,,"10.2",",,T,01,","21.1",",T,09,",,,"152.3",",T","45.5",",,,T",,,"13.3",",T","17.6",",,,T","8.9",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-10",,,"0.0",",T","9",",T","9",",T","11",",",,,"0",",T","9",",T","2",",T","0",",T","0",",T","-10.0",",T,26,","330",",,T,25,",,,"25.4",",,T,25,","17.7",",T,11,",,,"385.3",",T","55.7",",,,T",,,"5.9",",T","9.6",",,,T","2.2",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-11",,,"0.0",",T","7",",T","7",",T","27",",",,,"0",",T","14",",T","2",",T","0",",T","0",",T","-13.3",",T,11,","660",",,T,11,",,,"43.2",",,T,09,","13.0",",T,07,",,,"472.6",",T","93.9",",,,T",,,"2.6",",T","6.1",",,,T","-1.0",",,,T"
"USS0011J65S","MILL D NORTH, UT US","40.66","-111.64","2733.1","2012-12",,,"0.0",",T","17",",T","17",",T","31",",",,,"0",",T","29",",T","18",",T","0",",T","0",",T","-17.2",",T,19,","1168",",,T,27,+",,,"17.8",",,T,26,","8.3",",T,02,",,,"704.4",",T","131.9",",,,T",,,"-4.4",",T","-0.5",",,,T","-8.3",",,,T"
