"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-17",,,,,,,"3.8",",,7,0900","51.0",",,7,","914.0",",,7,",,,"3.3",",,7","-6.7",",,7","-4.4",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-18",,,,,,,"4.3",",,7,0900","51.0",",,7,","940.0",",,7,",,,"-3.9",",,7","-10.6",",,7","-7.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-19",,,,,,,"0.0",",,7,0900","0.0",",,7,","940.0",",,7,",,,"-2.2",",,7","-11.1",",,7","-3.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-20",,,,,,,"8.6",",,7,0900","102.0",",,7,","965.0",",,7,",,,"2.2",",,7","-12.2",",,7","-1.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-21",,,,,,,"11.9",",,7,0900","127.0",",,7,","1067.0",",,7,",,,"1.1",",,7","-8.3",",,7","-7.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-22",,,,,,,"3.8",",,7,0900","25.0",",,7,","1092.0",",,7,",,,"-6.1",",,7","-16.1",",,7","-10.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-23",,,,,,,"0.0","T,,7,0900","0.0","T,,7,","1067.0",",,7,",,,"-2.8",",,7","-15.0",",,7","-6.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-24",,,,,,,"11.2",",,7,0900",,,"1067.0",",,7,",,,"-0.6",",,7","-13.3",",,7","-4.4",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-25",,,,,,,"0.0",",,7,0900","0.0",",,7,","1067.0",",,7,",,,"2.8",",,7","-15.6",",,7","1.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-26",,,,,,,"0.0",",,7,0900","0.0",",,7,","1067.0",",,7,",,,"3.3",",,7","-14.4",",,7","2.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-27",,,,,,,"0.0",",,7,0900","0.0",",,7,","1067.0",",,7,",,,"5.0",",,7","-7.8",",,7","3.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-28",,,,,,,"0.0",",,7,0900","0.0",",,7,","965.0",",,7,",,,"7.2",",,7","-3.3",",,7","6.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-29",,,,,,,"0.0",",,7,0900","0.0",",,7,","889.0",",,7,",,,"8.3",",,7","-3.3",",,7","5.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-30",,,,,,,"0.0",",,7,0900","0.0",",,7,","889.0",",,7,",,,"7.8",",,7","-3.9",",,7","6.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-03-31",,,,,,,"0.0",",,7,0900","0.0",",,7,","889.0",",,7,",,,"7.8",",,7","-6.7",",,7","7.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-01",,,,,,,"0.0","T,,7,0900","0.0","T,,7,","838.0",",,7,",,,"10.0",",,7","-1.1",",,7","2.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-02",,,,,,,"29.5",",,7,0900","305.0",",,7,","1118.0",",,7,",,,"2.2",",,7","-3.3",",,7","-1.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-03",,,,,,,"0.0",",,7,0900","0.0",",,7,","914.0",",,7,",,,"8.9",",,7","-8.3",",,7","1.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-04",,,,,,,"0.0",",,7,0900","0.0",",,7,","813.0",",,7,",,,"9.4",",,7","-2.8",",,7","8.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-05",,,,,,,"10.2",",,7,0900","25.0",",,7,","762.0",",,7,",,,"10.0",",,7","-1.1",",,7","2.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-07",,,,,,,"4.3",",,7,0900","0.0",",,7,","813.0",",,7,",,,"10.0",",,7","-4.4",",,7","2.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-08",,,,,,,"12.4",",,7,0900","178.0",",,7,","965.0",",,7,",,,"3.9",",,7","-3.3",",,7","-2.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-09",,,,,,,"15.2",",,7,0900","178.0",",,7,","1143.0",",,7,",,,"-1.7",",,7","-23.3",",S,7","-12.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-10",,,,,,,"0.0",",,7,0900","0.0",",,7,",,,,,"-4.4",",,7","-13.9",",,7",,,,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-11",,,,,,,"8.6",",,7,0900","76.0",",,7,","965.0",",,7,",,,"1.7",",,7","-13.3",",,7","0.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-12",,,,,,,"0.0",",,7,0900","0.0",",,7,","889.0",",,7,",,,"0.0",",,7","-12.2",",,7","0.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-13",,,,,,,"0.0","T,,7,0900","0.0","T,,7,","838.0",",,7,",,,"5.0",",,7","-11.1",",,7","0.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-14",,,,,,,"14.5",",,7,0900","102.0",",,7,","965.0",",,7,",,,"3.3",",,7","-11.7",",,7","-6.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-15",,,,,,,"7.4",",,7,0900","178.0",",,7,","1067.0",",,7,",,,"-1.7",",,7","-7.8",",,7","-5.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-16",,,,,,,"0.0",",,7,0900","0.0","T,,7,","1067.0",",,7,",,,"-1.7",",,7","-7.2",",,7","-6.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-17",,,,,,,"0.0",",,7,0900","0.0",",,7,","1067.0",",,7,",,,"-3.9",",,7","-16.1",",,7","-8.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-18",,,,,,,"0.0",",,7,0900","0.0",",,7,","1016.0",",,7,",,,"-1.1",",,7","-16.7",",,7","-1.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-19",,,,,,,"19.1",",,7,0900","102.0",",,7,","1067.0",",,7,",,,"2.8",",,7","-16.7",",,7","0.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-21",,,,,,,"0.0",",,7,0900","0.0",",,7,","1067.0",",,7,",,,"2.8",",,7","-16.7",",,7","1.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-22",,,,,,,"0.0",",,7,0900","0.0",",,7,","1041.0",",,7,",,,"3.3",",,7","-15.6",",,7","-1.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-23",,,,,,,"0.0",",,7,0900","0.0",",,7,","1016.0",",,7,",,,"5.0",",,7","-13.9",",,7","-6.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-24",,,,,,,"0.0",",,7,0900","0.0",",,7,","940.0",",,7,",,,"12.2",",,7","-10.0",",,7","-1.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-25",,,,,,,"0.0",",,7,0900","0.0",",,7,","787.0",",,7,",,,"8.3",",,7","-6.1",",,7","7.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-26",,,,,,,"0.0",",,7,0900","0.0",",,7,","762.0",",,7,",,,"9.4",",,7","-3.3",",,7","7.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-27",,,,,,,"0.0",",,7,0900","0.0",",,7,","762.0",",,7,",,,"9.4",",,7","-5.6",",,7","8.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-28",,,,,,,"0.0",",,7,0900","0.0",",,7,","762.0",",,7,",,,"11.1",",,7","-5.6",",,7","10.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-29",,,,,,,"0.0",",,7,0900","0.0",",,7,","610.0",",,7,",,,"11.7",",,7","-4.4",",,7","3.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-04-30",,,,,,,"0.0",",,7,0900","0.0",",,7,","610.0",",,7,",,,"12.8",",,7","0.0",",,7","1.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-01",,,,,,,"0.0",",,7,0900","0.0","T,,7,","610.0",",,7,",,,"4.4",",,7","-8.9",",,7","-4.4",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-02",,,,,,,"0.0",",,7,0900","0.0",",,7,","508.0",",,7,",,,"5.0",",,7","-5.6",",,7","2.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-03",,,,,,,"0.0",",,7,0900","0.0",",,7,","432.0",",,7,",,,"6.7",",,7","-4.4",",,7","6.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-04",,,,,,,"0.0",",,7,0900","0.0",",,7,",,,,,"10.6",",,7","-3.3",",,7","8.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-05",,,,,,,"0.0",",,7,0900","0.0",",,7,",,,,,"10.6",",,7","-2.8",",,7","7.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-06",,,,,,,"0.0",",,7,0900","0.0",",,7,","406.0",",,7,",,,"12.8",",,7","1.7",",,7","6.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-07",,,,,,,"0.0",",,7,0900","0.0",",,7,","356.0",",,7,",,,"8.9",",,7","-0.6",",,7","5.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-08",,,,,,,"0.0",",,7,0900","0.0","T,,7,","305.0",",,7,",,,"7.2",",,7","-1.7",",,7","5.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-09",,,,,,,"0.0",",,7,0900","0.0",",,7,","254.0",",,7,",,,"7.8",",,7","-2.2",",,7","6.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-10",,,,,,,"0.0",",,7,0900","0.0",",,7,","254.0",",,7,",,,"13.3",",,7","1.1",",,7","10.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-11",,,,,,,"0.0",",,7,0900","0.0",",,7,","254.0",",,7,",,,"13.9",",,7","-2.2",",,7","11.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-12",,,,,,,"0.0",",,7,0900","0.0",",,7,","127.0",",,7,",,,"14.4",",,7","0.0",",,7","13.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-13",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"19.4",",,7","-2.2",",,7","18.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-14",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"19.4",",,7","3.9",",,7","16.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-15",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"18.3",",,7","2.8",",,7","14.4",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-16",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"17.8",",,7","2.8",",,7","12.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-17",,,,,,,"8.1",",,7,0900","0.0",",,7,","0.0",",,7,",,,"14.4",",,7","1.1",",,7","5.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-18",,,,,,,"8.9",",,7,0900","51.0",",,7,","25.0",",,7,",,,"5.6",",,7","-0.6",",,7","-0.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-19",,,,,,,"7.9",",,7,0900","51.0",",,7,","51.0",",,7,",,,"5.6",",,7","-1.7",",,7","2.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-20",,,,,,,"9.9",",,7,0900","25.0",",,7,","25.0",",,7,",,,"6.1",",,7","-1.1",",,7","1.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-21",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"12.8",",,7","-1.1",",,7","11.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-22",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"13.9",",,7","4.4",",,7","13.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-24",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"16.1",",,7","-1.1",",,7","6.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-25",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"13.3",",,7","2.2",",,7","12.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-26",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"15.6",",,7","4.4",",,7","8.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-27",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"15.6",",,7","0.6",",,7","9.4",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-28",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"12.8",",,7","1.1",",,7","5.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-29",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"16.1",",,7","2.2",",,7","5.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-05-31",,,,,,,"0.0",",,7,0900","0.0",",,7,","0.0",",,7,",,,"8.3",",,7","-2.2",",,7","3.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-01",,,,,,,"0.0",",,7,0900",,,,,,,"9.4",",,7","-2.2",",,7","7.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-02",,,,,,,"0.0",",,7,0900",,,,,,,"18.9",",,7","-2.2",",,7","18.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-03",,,,,,,"0.0",",,7,0900",,,,,,,"20.6",",,7","2.8",",,7","12.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-04",,,,,,,"0.0",",,7,0900",,,,,,,"15.6",",,7","1.1",",,7","13.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-05",,,,,,,"0.0",",,7,0900",,,,,,,"16.1",",,7","2.2",",,7","15.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-06",,,,,,,"0.0",",,7,0900",,,,,,,,,,,,,,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-07",,,,,,,"0.0",",,7,0900",,,,,,,"18.9",",,7","1.7",",,7","18.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-08",,,,,,,"0.0",",,7,0900",,,,,,,"19.4",",,7","5.0",",,7","18.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-09",,,,,,,"0.0",",,7,0900",,,,,,,"19.4",",,7","6.7",",,7","18.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-10",,,,,,,"0.0",",,7,0900",,,,,,,"23.9",",,7","1.7",",,7","20.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-11",,,,,,,"0.0",",,7,0900",,,,,,,"20.0",",,7","13.9",",,7","13.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-12",,,,,,,"0.0",",,7,0900",,,,,,,"21.1",",,7","11.7",",,7","17.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-13",,,,,,,"0.0",",,7,0900",,,,,,,"20.0",",,7","12.8",",,7","17.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-14",,,,,,,"0.0",",,7,0900",,,,,,,"20.6",",,7","10.6",",,7","15.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-15",,,,,,,"0.0",",,7,0900",,,,,,,"21.1",",,7","2.8",",,7","16.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-16",,,,,,,"0.0",",,7,0900",,,,,,,"20.6",",,7","6.1",",,7","18.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-17",,,,,,,"0.0",",,7,0900",,,,,,,,,,,,,,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-18",,,,,,,"0.0",",,7,0900",,,,,,,"21.7",",,7","5.0",",,7","17.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-19",,,,,,,"0.0",",,7,0900",,,,,,,"21.7",",,7","10.6",",,7","15.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-20",,,,,,,"0.0",",,7,0900",,,,,,,"15.6",",,7","-5.0",",,7",,,,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-21",,,,,,,"0.0",",,7,0900",,,,,,,"16.7",",,7","-5.0",",,7","12.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-22",,,,,,,"0.0",",,7,0900",,,,,,,"16.1",",,7","1.1",",,7","15.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-23",,,,,,,"0.0",",,7,0900",,,,,,,,,,,,,,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-24",,,,,,,"0.0",",,7,0900",,,,,,,"19.4",",,7","7.8",",,7","15.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-25",,,,,,,"0.0",",,7,0900",,,,,,,"16.7",",,7","-3.9",",,7","15.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-26",,,,,,,"0.0",",,7,0900",,,,,,,"20.0",",,7","9.4",",,7","19.4",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-27",,,,,,,"0.0",",,7,0900",,,,,,,"25.6",",,7","10.0",",,7","23.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-28",,,,,,,"0.0",",,7,0900",,,,,,,"23.9",",,7","10.0",",,7","22.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-29",,,,,,,"0.0",",,7,0900",,,,,,,,,,,,,,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-06-30",,,,,,,"0.0",",,7,0900",,,,,,,"25.6",",,7","8.3",",,7","23.9",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-01",,,,,,,"0.0",",,7,0900",,,,,,,"23.3",",,7","11.1",",,7","16.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-02",,,,,,,"0.0",",,7,0900",,,,,,,"23.3",",,7","6.7",",,7","18.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-03",,,,,,,"0.0",",,7,0900",,,,,,,"23.3",",,7","6.7",",,7","18.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-04",,,,,,,"0.0",",,7,0900",,,,,,,"22.8",",,7","4.4",",,7","15.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-05",,,,,,,"0.0",",,7,0900",,,,,,,"22.8",",,7","9.4",",,7","20.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-06",,,,,,,"0.0",",,7,0900",,,,,,,"23.3",",,7","9.4",",,7","15.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-07",,,,,,,"0.0",",,7,0900",,,,,,,"23.3",",,7","7.2",",,7","17.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-08",,,,,,,"0.0",",,7,0900",,,,,,,"22.8",",,7","6.1",",,7","16.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-09",,,,,,,"5.3",",,7,0900",,,,,,,"20.6",",,7","4.4",",,7","12.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-10",,,,,,,"0.0",",,7,0900",,,,,,,"18.9",",,7","3.3",",,7","17.2",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-11",,,,,,,"0.0",",,7,0900",,,,,,,"20.6",",,7",,,"16.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-12",,,,,,,"0.0",",,7,0900",,,,,,,"21.7",",,7","8.3",",,7","15.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-13",,,,,,,"0.0","T,,7,0900",,,,,,,"19.4",",,7","6.1",",,7","18.3",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-14",,,,,,,"0.0","T,,7,0900",,,,,,,"20.6",",,7","5.0",",,7","16.7",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-15",,,,,,,"0.0",",,7,0900",,,,,,,"23.3",",,7","2.8",",,7","20.6",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-16",,,,,,,"0.0",",,7,0900",,,,,,,"23.3",",,7","3.9",",,7","19.4",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-17",,,,,,,"0.0",",,7,0900",,,,,,,"21.1",",,7","10.6",",,7","17.8",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-18",,,,,,,"0.0",",,7,0900",,,,,,,"22.8",",,7","9.4",",,7","21.1",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-19",,,,,,,"6.4",",,7,0900",,,,,,,"23.9",",,7",,,"5.0",",,7,0900",,
"USC00427846","SILVER LAKE BRIGHTON, UT US","40.6008","-111.5842","2664.0","2013-08-20",,,,,,,"6.4",",,7,0900",,,,,,,"17.2",",,7","5.0",",,7","17.2",",,7,0900",,
